County,Market Name,Market Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference_1
Monroe,Curbside Market-FIGHT Village Apts,186 Ward St Rochester,186 Ward Street,Rochester,NY,14605,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Thu 2:15pm-3pm,Year-round,YR,Y,Y,N,Y,43.16564,-77.60815,POINT (-77.60815 43.16564)
Monroe,Curbside Market-Harris Park Apartments,122 Harris Park Rochester,122 Harris Park,Rochester,NY,14610,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tue 3:45pm-4:30pm,Year-round,YR,N,N,N,Y,43.15131,-77.55331,POINT (-77.55331 43.15131)
Monroe,Curbside Market-Hudson Ridge Tower,401 Seneca Manor Dr Rochester,401 Seneca Manor Drive,Rochester,NY,14621,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 2:45pm-3:45pm,Year-round,YR,Y,Y,N,Y,43.19309,-77.60324,POINT (-77.60324 43.19309)
Monroe,Curbside Market-Irondequoit Meadow Reserve,100 Hulda Park Rochester,100 Hulda Park,Rochester,NY,14609,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tue 2:30pm-3:15pm,Year-round,YR,Y,Y,N,Y,43.19479,-77.56041,POINT (-77.56041 43.19479)
Monroe,Curbside Market-James Dobson Apts,150 Van Auker St Rochester,150 Van Auker Street,Rochester,NY,14608,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Sat 12:30pm-1:45pm,Year-round,YR,Y,Y,N,Y,43.14997,-77.62109,POINT (-77.62109 43.14997)
Monroe,Curbside Market-Keeler Apts,501 Seneca Manor Dr Rochester,501 Seneca Manor Dr.,Rochester,NY,14621,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 2:30pm-4pm,Year-round,YR,Y,Y,N,Y,43.19395,-77.60168,POINT (-77.60168 43.19395)
Monroe,Curbside Market-Kennedy Towers,"666 S Plymouth Ave Rochester, Parking lot on Edith St",666 South Plymouth Ave,Rochester,NY,14608,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Mon 3:15pm-4pm,Year-round,YR,Y,Y,N,Y,43.14251,-77.61894,POINT (-77.61894 43.14251)
Monroe,Curbside Market-Lake Tower Apartments,321 Lake Ave Rochester (Parking lot),321 Lake Ave.,Rochester,NY,14608,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tue 10:30am-11:30am,Year-round,YR,Y,Y,N,Y,43.17054,-77.62751,POINT (-77.62751 43.17054)
Monroe,Curbside Market-Lexington Ct Apts,6 Christopher St Rochester,6 Christopher St,Rochester,NY,14606,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Thu 3:30pm-4:15pm,Year-round,YR,Y,Y,N,Y,43.1791,-77.66474,POINT (-77.66474 43.1791)
Monroe,Curbside Market-LifeSpan Wolk Cafï¿½,25 Franklin St Near Liberty Pole Way,25 Franklin Street,Rochester,NY,14604,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Mon 12:30pm-1:30pm,Year-round,YR,Y,Y,N,Y,43.15805,-77.60484,POINT (-77.60484 43.15805)
Monroe,Curbside Market-Long Pond Sr Housing,1 GBC Parkway Greece,1230 Long Pond Road,Rochester,NY,14626,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Mon 1pm-1:30pm,Year-round,YR,Y,Y,N,Y,43.2122,-77.69579,POINT (-77.69579 43.2122)
Monroe,Curbside Market-Manhattan Sq Family Medicine,454 E Broad St Rochester,454 E Broad St,Rochester,NY,14607,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Thu 2pm-3pm,Year-round,YR,Y,Y,N,Y,43.15531,-77.59957,POINT (-77.59957 43.15531)
Monroe,Curbside Market-Maplewood YMCA,25 Driving Park Ave Rochester,25 Driving Park Ave,Rochester,NY,14613,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 12pm-12:45pm,Year-round,YR,Y,Y,N,Y,43.18092,-77.63017,POINT (-77.63017 43.18092)
Monroe,Curbside Market-Monarch Senior Living,975 Abigayle Way Webster,975 Abigayle Way,Webster,NY,14580,Matthew Reifsteck,5854134057,http://foodlinkny.org,Wed 12:15pm-1:15pm,Year-round,YR,N,N,N,Y,43.21799,-77.45824,POINT (-77.45824 43.21799)
Monroe,Curbside Market-New Life Fellowship,360 Wellington Ave,360 Wellington Ave,Rochester,NY,14619,Matthew Reifsteck,5854134057,http://foodlinkny.org,Wed 11:30am-12:15pm,Year-round,YR,Y,Y,N,Y,43.14139,-77.64044,POINT (-77.64044 43.14139)
Monroe,Curbside Market-OACES Family Learning Ctr,30 Hart St Rochester,30 Hart Street,Rochester,NY,14605,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Fri 2:30pm-3:15pm,Year-round,YR,Y,Y,N,Y,43.17112,-77.61814,POINT (-77.61814 43.17112)
Monroe,Curbside Market-Phillips Village,100 Krieger Rd Webster,100 Krieger Rd.,Webster,NY,14580,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Sat 2:30-3:30pm,Year-round,YR,Y,Y,N,Y,43.20943,-77.4189,POINT (-77.4189 43.20943)
Monroe,Curbside Market-Pinnacle Place Apartments,919 S Clinton Ave Rochester,919 South Clinton Ave,Rochester,NY,14620,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 10:30am-11:45am,Year-round,YR,Y,Y,N,Y,43.14006,-77.59637,POINT (-77.59637 43.14006)
Monroe,Curbside Market-Plymouth Gardens,1400 S Plymouth Ave Rochester,1400 S Plymouth Ave.,Rochester,NY,14611,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Fri 11:30am-12:45pm,Year-round,YR,Y,Y,N,Y,43.13192,-77.6339,POINT (-77.6339 43.13192)
Monroe,Curbside Market-Rochester Highlands,47 Green Knolls Dr across from dog park,47 Green Knolls Dr,Rochester,NY,14620,Matthew Reifsteck,5854134057,http://www.foodlinkny.org/CurbsideMarket,Fri 3:30pm-4:30pm,Year-round,YR,Y,Y,N,Y,43.11568,-77.61362,POINT (-77.61362 43.11568)
Monroe,Curbside Market-Rochester Psychiatric Ctr,1111 Elmwood Ave,1111 Elmwood Avenue,Rochester,NY,14620,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Fri 10:30am-11:15am,Year-round,YR,Y,Y,N,Y,43.12219,-77.61222,POINT (-77.61222 43.12219)
Monroe,Curbside Market-Rochester View Apartments,4365 W Henrietta Rd Henrietta,4365 W Henrietta Road,Henrietta,NY,14467,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 3:30pm-4pm,Year-round,YR,Y,Y,N,Y,43.06563,-77.64833,POINT (-77.64833 43.06563)
Monroe,Curbside Market-Seneca Towers,200 Seth Green Dr,200 Seth Green St,Rochester,NY,14621,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tue 11:45am-12:45pm,Year-round,YR,Y,Y,N,Y,43.1904,-77.61943,POINT (-77.61943 43.1904)
Monroe,Curbside Market-Skyview Park Apts,200 Skyview Park Ctr,200 Skyview Park Ctr,Rochester,NY,14622,Matthew Reifsteck,5854134057,http://foodlinkny.org,Tue 3:30pm-4:30pm,Year-round,YR,Y,Y,N,Y,43.1997,-77.56908,POINT (-77.56908 43.1997)
Monroe,Curbside Market-St. Ann's Adult Day Center,1500 Portland Ave. Rochester,1500 Portland Avenue,Rochester,NY,14621,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tue 10:30am-11:30am,Year-round,YR,Y,Y,N,Y,43.19411,-77.5813,POINT (-77.5813 43.19411)
Monroe,Curbside Market-St. Bernard Park Apts,2260 Lake Ave. Rochester,2260 Lake Ave.,Rochester,NY,14612,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Fri 3:45pm-4:30pm,Year-round,YR,Y,Y,N,Y,43.20764,-77.62947,POINT (-77.62947 43.20764)
Monroe,Curbside Market-St. Jude Apts,4075 Lyell Rd. Rochester,4075 Lyell Rd Rochester NY 14606,Rochester,NY,14606,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Mon 2:45pm-3:15pm,Year-round,YR,N,N,N,Y,43.163475,-77.736702,POINT (-77.736702 43.163475)
Monroe,Curbside Market-The Hamilton Apts,185 Mt. Hope Ave Rochester,185 Mount Hope Avenue,Rochester,NY,14620,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Sat 10:30am-11:45am,Year-round,YR,Y,Y,N,Y,43.14573,-77.61013,POINT (-77.61013 43.14573)
Monroe,Curbside Market-Thurston Road YMCA,597 Thurston Rd Rochester,597 Thurston Rd,Rochester,NY,14619,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 10:30am-11:15am,Year-round,YR,Y,Y,N,Y,43.132866,-77.651137,POINT (-77.651137 43.132866)
Monroe,Curbside Market-Trillium Health,"259 Monroe Ave, Parking Monroe Ave + Union St corner",259 Monroe,Rochester,NY,14607,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Mon 2pm-2:45pm,Year-round,YR,Y,Y,N,Y,43.14959,-77.59906,POINT (-77.59906 43.14959)
Monroe,Curbside Market-University Tower,625 University Ave Rochester,625 University Avenue,Rochester,NY,14607,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 3:15pm-4pm,Year-round,YR,Y,Y,N,Y,43.15595,-77.58613,POINT (-77.58613 43.15595)
Monroe,Curbside Market-Upper Falls Square Apts,"Merrimac Street Parking Lot, 396 Hudson Ave Rochester",396 Hudson Ave,Rochester,NY,14604,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 10:45am-11:30am,Year-round,YR,Y,Y,N,Y,43.17109,-77.60063,POINT (-77.60063 43.17109)
Monroe,Curbside Market-Venture PROS,975 Elmwood Ave. Rochester,975 Elmwood Ave.,Rochester,NY,14620,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Fri 11:30am-12:30pm,Year-round,YR,Y,Y,N,Y,43.12489,-77.6126,POINT (-77.6126 43.12489)
Monroe,Curbside Market-VOC Liberty Landing Apts,185 Scio St,185 Scio St,Rochester,NY,14605,Matthew Reifsteck,5854134057,http://foodlinkny.org,Thu 2:30-3pm,Year-round,YR,Y,Y,N,Y,43.16041,-77.59841,POINT (-77.59841 43.16041)
Monroe,Curbside Market-Warfield Square,1337 E. Main St.,1337 E. Main St.,Rochester,NY,14609,Matthew Reifsteck,5854134057,http://foodlinkny.org,Wed 3:15pm-4:15pm,Year-round,YR,N,Y,N,Y,43.16084,-77.5761,POINT (-77.5761 43.16084)
Monroe,Curbside Market-Winton Gardens Towers,"2052 E Main St Rochester, Parking lot off Cedarwood Terrace",2052 East Main St,Rochester,NY,14609,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tue 2:30pm-3:30pm,Year-round,YR,Y,Y,N,Y,43.16076,-77.55556,POINT (-77.55556 43.16076)
Monroe,Curbside Market-YWCA Apartments,175 N. Clinton Ave Rochester,175 North Clinton Ave,Rochester,NY,14604,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Thu 3:15pm-4:15pm,Year-round,YR,Y,Y,N,Y,43.16073,-77.6082,POINT (-77.6082 43.16073)
Monroe,Kirby's Farm Market,9739 Ridge Rd Brockport,9739 Ridge Rd,Brockport,NY,14420,Linda Kirby,5856372600,http://www.kirbysfm.com,"Mon-Sat 10am-6pm, Sun 10am-5pm",May 1-December 24,P/M/X,Y,N,N,Y,43.25194,-77.98451,POINT (-77.98451 43.25194)
Monroe,Market 1892 Farm Stand,3334 Brockport Spencerport Rd Spencerport,3334 Brockport Spencerport Road,Spencerport,NY,14559,Brook DeConinck,5853634785,,"Mon-Sat 10am-6pm, Sun 10am-2pm",Year-round,YR,Y,N,N,Y,43.18763,-77.83524,POINT (-77.83524 43.18763)
Monroe,Partyka Farms Farm Stand,1420 County Line Rd Kendall,1420 County Line Rd.,Kendall,NY,14470,Lora Partyka,5857520258,http://www.partykafarms.com,"Daily 9am-9pm, Winter hrs 9am-6pm",Year-round,YR,Y,N,N,Y,43.29811,-77.99549,POINT (-77.99549 43.29811)
Monroe,Rochester Public Market-Saturday,280 N. Union St. off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Sat 5am-3pm,Year-round,YR,Y,Y,Y,Y,43.1657,-77.59016,POINT (-77.59016 43.1657)
Monroe,Rochester Public Market -Thursday,280 N. Union St. off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Thu 6am-1pm,Year-round,YR,Y,Y,Y,Y,43.1657,-77.59016,POINT (-77.59016 43.1657)
Monroe,Rochester Public Market -Tuesday,280 N. Union St. off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Tue 6am-1pm,Year-round,YR,Y,Y,Y,Y,43.1657,-77.59016,POINT (-77.59016 43.1657)
Montgomery,Damin Farm Stand,8075 State Highway 5 St. Johnsville,8075 State Highway 5,St. Johnsville,NY,13452,Barb Damin,5185682643,,Daily 2pm-6pm,Year-round,YR,Y,N,N,Y,43.00497,-74.72233,POINT (-74.72233 43.00497)
Montgomery,Haven of Hope Farm Stand,19 Cemetery St. Fonda,19 Cemetery Street,Fonda,NY,12068,Pat Brooking,5185223342,http://www.havenofhopefarm.org,Thu-Sat 9am-4pm,Year-round,YR,Y,N,N,Y,42.95627,-74.36841,POINT (-74.36841 42.95627)
Montgomery,Thirteen Petals Farm Stand,23 Mergner Rd Fort Johnson,23 Mergner Road,Fort Johnson,NY,12070,Jason Ludwin,5188577781,,"Mon-Fri 4pm-7pm , Sat 10am-4pm Sun 11am-3pm",May 1-December 1,P/M/X,Y,N,N,Y,42.95757,-74.24445,POINT (-74.24445 42.95757)
Montgomery,Tylutki Family Farms Farm Stand,197 Caswell Rd Palatine Bridge,197 Caswell Rd,Palatine Bridge,NY,13428,Raymond Tylutki,5188487459,,Daily 7am-8pm,Year-round,YR,Y,N,N,Y,42.91442,-74.53936,POINT (-74.53936 42.91442)
Nassau,Crossroads Farm Farm Stand,480 Hempstead Ave Malverne,480 Hempstead Ave,Malverne,NY,11565,Michael D'Angelo,5163410079,http://www.xroadsfarmliny.com,Tue 12-6pm; Fri 12pm-9pm; Sat 9am-3pm,April 5-December 31,P/M/X/W,Y,N,N,Y,40.68066,-73.66376,POINT (-73.66376 40.68066)
Nassau,Rockville Centre Farmers' Market,"Sunrise Hwy & North Longbeach Rd, Village of Rockville Centre, 510 Sunrise Highway",Sunrise Hwy and Long Beach Rd,Rockville Centre,NY,11570,Ethel Terry,6314668939,http://www.longislandgrowersmarket.com,Sun 7am-12pm,June 1-December 28,M/X,Y,N,N,Y,40.65712,-73.6321,POINT (-73.6321 40.65712)
Nassau,Roslyn Farmers' Market,"Christopher Morley Park , 500 Searingtown Rd",500 Searingtown Rd,Roslyn,NY,11576,Ethel Terry,6314668939,http://www.longislandgrowersmarket.com,Wed 7am-1pm,June 4-December 24,M/X,Y,N,N,Y,40.78188,-73.66277,POINT (-73.66277 40.78188)
Nassau,Seaford Farmers' Market,"Seaford LIRR Railroad Station lot 3, Sunrise Highway & Washington Ave",Sunrise Highway and Washington St.,Seaford,NY,11783,Ethel Terry,6314668939,http://www.longislandgrowersmarket.com,Sat 7am-12pm,June 7-December 27,"M, X",Y,N,N,Y,40.67572,-73.48657,POINT (-73.48657 40.67572)
New York,79th Street Greenmarket,79th St & Columbus Ave,366 Columbus Ave,New York,NY,10024,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket/manhattan/79th-street,Sun 9am-4pm,Year-round,YR,Y,Y,N,Y,40.7809,-73.97648,POINT (-73.97648 40.7809)
New York,82nd Street Greenmarket,82nd St btwn 1st & York Aves,408 East 82nd Street,New York,NY,10128,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket/manhattan/82nd-street,Sat 9am-2:30pm,Year-round,YR,Y,Y,N,Y,40.77394,-73.9506,POINT (-73.9506 40.77394)
New York,97th Street Greenmarket,97th St btwn Amsterdam & Columbus Aves,West 97th St and Columbus Ave,New York,NY,10025,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket/manhattan/west-97,Fri 8am-2pm,Year-round,YR,Y,Y,N,Y,40.79356,-73.96701,POINT (-73.96701 40.79356)
New York,Abingdon Square Greenmarket,Hudson St & W 12th St,601 Hudson St,New York,NY,10014,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket/manhattan/abingdon-square,Sat 8am-2pm,Year-round,YR,Y,Y,N,Y,40.73719,-74.00592,POINT (-74.00592 40.73719)
New York,Chelsea Farmers' Market,351 W 23rd St. btwn 8th and 9th Aves.,351 W 23rd Street,New York,NY,10011,Michael Steigman,9149234837,http://www.downtoearthmarkets.com,Sun 9am-2pm,April 19-December 20,P/M/X,Y,Y,N,Y,40.74633,-74.00081,POINT (-74.00081 40.74633)
New York,Columbia Sun Greenmarket,Broadway & 114th St,2910 Broadway,New York,NY,10027,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket,Sun 8am-4pm,Year-round,YR,Y,Y,N,Y,40.80649,-73.96469,POINT (-73.96469 40.80649)
New York,Columbia Thu Greenmarket,Broadway & 114th St,2910 Broadway,New York,NY,10027,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket/manhattan/columbia-th,Thu 8am-4pm,Year-round,YR,Y,Y,N,Y,40.80649,-73.96469,POINT (-73.96469 40.80649)
New York,Dag Hammarskjold Plaza Greenmarket,E 47th St & 2nd Ave,245 East 47th Street,New York,NY,10017,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket/manhattan/dag-hammarskjold,Wed 8am-3pm,Year-round,YR,Y,Y,N,Y,40.75333,-73.97027,POINT (-73.97027 40.75333)
New York,Inwood Greenmarket,Isham St btwn Seaman & Cooper,620 Isham Street,New York,NY,10034,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket/manhattan/inwood,Sat 8am-3pm,Year-round,YR,Y,Y,N,Y,40.86925,-73.92066,POINT (-73.92066 40.86925)
New York,Morningside Park Farmers' Market,237 Manhattan Ave New York,237 Manhattan Ave. (West 110th ST. and Manhattan Ave.),New York,NY,10025,Michael Steigman,9149234837,http://www.downtoearthmarkets.com,Sat 9am-2pm,January 4-December 19,YR,Y,Y,N,Y,40.80173,-73.95915,POINT (-73.95915 40.80173)
New York,Stuyvesant Town Greenmarket,"South end of Stuy Town Oval, near 14th Street Loop btwn 1st Avenue & Avenue A",East 14th Street Loop,New York,NY,10009,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket,Sun 9:30am-4pm,May 11-December 14,P/M/X,Y,Y,N,Y,40.72998,-73.97935,POINT (-73.97935 40.72998)
New York,Tompkins Square Greenmarket,Ave A & 7th St,111 Avenue A,New York,NY,10009,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket/manhattan/tompkins-square,Sun 9am-4pm,Year-round,YR,Y,Y,N,Y,40.72621,-73.9836,POINT (-73.9836 40.72621)
New York,Tribeca Greenmarket Saturday,Greenwich St & Chambers St,315 Greenwich St,New York,NY,10023,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket/manhattan/tribeca-sa,Sat 8am-2pm,Year-round,YR,Y,Y,N,Y,40.71697,-74.01062,POINT (-74.01062 40.71697)
New York,Tucker Square Saturday Greenmarket,w 66th St & Broadway,125 Columbus Ave,New York,NY,10023,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket/manhattan/tuckerthursday,Sat 8am-4pm,Year-round,YR,Y,Y,N,Y,40.7731,-73.98171,POINT (-73.98171 40.7731)
New York,Tucker Square Thursday Greenmarket,66th St & Broadway,125 Columbus Avenue,New York,NY,10023,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket,Thu 8am-4pm,Year-round,YR,Y,Y,N,Y,40.7731,-73.98171,POINT (-73.98171 40.7731)
New York,Union Square Friday Greenmarket,"Broadway at 17th Street, Manhattan",31 Union Square West,New York,NY,10003,Daniel Olavarria,6469835633,https://www.grownyc.org/greenmarket,Fri 8am-6pm,Year-round,YR,Y,Y,N,Y,40.73669,-73.99079,POINT (-73.99079 40.73669)
New York,Union Square Monday Greenmarket,"Broadway at 17th Street, Manhattan",31 Union Square West,New York,NY,10003,Daniel Olavarria,6469835633,https://www.grownyc.org/greenmarket/manhattan-union-square-w,Mon 8am-6pm,Year-round,YR,Y,Y,N,Y,40.73669,-73.99079,POINT (-73.99079 40.73669)
New York,Union Square Saturday Greenmarket,31 Union Square W (NW side of Park),31 Union Square West,New York,NY,10003,Daniel Olavarria,6469835633,https://www.grownyc.org/greenmarket,Sat 8am-6pm,Year-round,YR,Y,Y,N,Y,40.73669,-73.99079,POINT (-73.99079 40.73669)
New York,Union Square Wednesday Greenmarket,Union Square W & 17th St,31 Union Square West,New York,NY,10003,Daniel Olavarria,6469835633,https://www.grownyc.org/greenmarket,Wed 8am-6pm,Year-round,YR,Y,Y,N,Y,40.73669,-73.99079,POINT (-73.99079 40.73669)
Niagara,North Tonawanda City Sat Farmers' Market,Robinson Rd and Payne Ave,310 Robinson Road,North Tonawanda,NY,14120,Chris Del Prince,7166958000,,Sat 7am-1pm,Year-round,YR,Y,Y,N,Y,43.03377,-78.87021,POINT (-78.87021 43.03377)
Niagara,North Tonawanda City Thu Farmers' Market,Robinson Rd and Payne Ave,310 Robinson Road,North Tonawanda,NY,14120,Chris Del Prince,7166958000,,Thu 7am-1pm,Year-round,YR,Y,Y,N,Y,43.03377,-78.87021,POINT (-78.87021 43.03377)
Niagara,North Tonawanda City Tue Farmers' Market,Robinson Rd and Payne Ave,310 Robinson Road,North Tonawanda,NY,14120,Chris Del Prince,7166958000,,Tue 7am-1pm,Year-round,YR,Y,Y,N,Y,43.03377,-78.87021,POINT (-78.87021 43.03377)
Niagara,Schwab Farm Stand,9035 Rochester Rd Gasport,9035 Rochester Rd,Gasport,NY,14067,Carol Schaal,7167357570,http://www.schwabsfarm.com,"Mon-Sat 8am-6pm, Sun 9am-3pm",Year-round,YR,Y,Y,N,Y,43.20425,-78.52308,POINT (-78.52308 43.20425)
Oneida,Horn's Family Farm Stand,9629 Main St Remsen,9629 Main St,Remsen,NY,13438,Eric Horn,3158313541,http://hornsfamilyfarm.com,"Mon-Fri 12pm-6pm, Sat 9am-3pm",Year-round,YR,Y,Y,N,Y,43.32745,-75.18713,POINT (-75.18713 43.32745)
Oneida,Oneida County Public Market,"REA Wing Union Station, 321 Main St. Utica",321 Main Street,Utica,NY,13501,Elizabeth Irons,3157363394,http://www.oneidacountymarket.com,Sat 9am-1pm,Year-round,YR,Y,Y,N,Y,43.10393,-75.2239,POINT (-75.2239 43.10393)
