County,Market Name,Market Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference_1
Oneida,Oneida County WINTER Public Market,"Inside Main Lobby Union Station, 321 Main Street Downtown Utica",321 Main Street,Utica,NY,13501,Elizabeth Irons,3157363394,http://www.oneidacountymarket.com,Alt Saturdays 9am-1pm,"November 1-April 18, 2023",X/W/P,N,Y,N,Y,43.10393,-75.2239,POINT (-75.2239 43.10393)
Onondaga,Brownson Family Farm Farm Stand,8149 Bridgeport Kirkville Rd Kirkville,8149 Bridgeport Kirkville Rd,Kirkville,NY,13082,Ben Brownson,3153787851,http://www.brownsonfamilyfarm.com,"Mon-Sat 10am-7pm, Sun 10am-5pm",Year-round,YR,Y,N,N,Y,43.11657,-75.95328,POINT (-75.95328 43.11657)
Onondaga,Central NY Saturday Regional Market Authority,2100 Park St. Syracuse,2100 Park Street,Syracuse,NY,13208,Taylor Beresovoy,3154228647,https://www.cnyregionalmarket.com/,Sat 7am-2pm,Year-round,YR,Y,Y,Y,Y,43.07269,-76.16835,POINT (-76.16835 43.07269)
Onondaga,Central NY Sunday Regional Market Authority,2100 Park St. Syracuse,2100 Park Street,Syracuse,NY,13208,Taylor Beresovoy,3154228647,https://www.cnyregionalmarket.com/,Sun 7am-2pm,Year-round,YR,Y,Y,Y,Y,43.07269,-76.16835,POINT (-76.16835 43.07269)
Orange,Kirby Farm Hemlock Grove Farm Stand,25 Kinne Lane Middletown,25 Kinne Lane,Middletown,NY,10940,Charles F. Kirby,8453552718,,Daily 8am-6pm,Year-round,YR,Y,N,N,Y,41.40479,-74.50332,POINT (-74.50332 41.40479)
Orange,Newburgh Farmers' Market,97 Broadway,95-107 Broadway,Newburgh,NY,12550,Illyana Campos,8452314424,http://www.newburghnyfarmersmarket.org,Sat 10am-3pm,Year-round,YR,Y,N,N,Y,41.49992,-74.0112,POINT (-74.0112 41.49992)
Orange,Soons Orchards Farm Stand,23 Soons Circle New Hampton,23 Soons Circle,New Hampton,NY,10958,Sharon Soons,8453745471,http://www.soonsorchards.com,Daily 9am-6pm,Year-round,YR,Y,N,N,Y,41.40258,-74.40356,POINT (-74.40356 41.40258)
Orleans,Canal Village Winter Farmers' Market,345 North Main St. Medina,345 North Main St,Medina,NY,14103,Gail Miller,5857983904,,Sat 9am-1pm,Nov 2-May 31,X/W/P,N,Y,Y,Y,43.22187,-78.38667,POINT (-78.38667 43.22187)
Orleans,Navarras Farm Market and Greenhouses,3272 Eagle Harbor Rd Albion,3272 Eagle Harbor Road,Albion,NY,14411,Amanda Mrzyuka,5855894674,http://navarrasfarmmarketandgreenhouses.net,Daily 10am-5pm,Year-round,YR,Y,Y,N,Y,43.18941,-78.25422,POINT (-78.25422 43.18941)
Orleans,Roberts Farm Market,11170 Maple Ridge Rd Medina,11170 Maple Ridge Road,Medina,NY,14103,Margaret Roberts,5857984247,http://www.robertsfarmmarket.com,Mon-Sat 8am-6pm,Year-round,YR,Y,N,N,Y,43.20679,-78.40098,POINT (-78.40098 43.20679)
Oswego,Godfrey's Last Stand Farm Stand,1232 State Route 264 Phoenix,1232 State Route 264,Phoenix,NY,13135,Roberta and Josephine Godfrey,3155937291,,Daily 10am-4pm,May 10-December 20,P/M/X,Y,Y,N,Y,43.31155,-76.29001,POINT (-76.29001 43.31155)
Otsego,Cooperstown Saturday Farmers' Market,101 Main St in Pioneer Alley,101 Main St,Cooperstown,NY,13326,Alex Webster,6075476195,http://www.cooperstownfarmersmarket.org,Sat 9am-2pm,Year-round,YR,Y,Y,N,Y,42.70001,-74.92526,POINT (-74.92526 42.70001)
Otsego,Oneonta Farmers' Market,Dietz Street (btw Main & Wall),Dietz Street,Oneonta,NY,13820,Meg Kennedy,6074342407,http://www.oneontafarmersmarket.org,Sat 9am-12pm,Year-round,YR,Y,N,N,Y,42.45644,-75.06295,POINT (-75.06295 42.45644)
Putnam,Glynwood Farm Stand,362 Glynwood Rd Cold Spring,362 Glynwood Road,Cold Spring,NY,10516,Ryan Stasolla,8452653338,,"Sat/Sun 10am-2pm, Tue/Fri 2pm-6pm",Year-round,YR,Y,Y,N,Y,41.45365,-73.8675,POINT (-73.8675 41.45365)
Queens,Cunningham Park Farmers' Market,"19600 Union Tpke, Fresh Meadows (parking lot near 196th Pl)",19600 Union Turnpike,Queens,NY,11366,Michael Steigman,9149234837,http://www.downtoearthmarkets.com,Sun 9am-2pm,April 20-December 20,P/M/X,Y,Y,N,Y,40.73087,-73.77457,POINT (-73.77457 40.73087)
Queens,Forest Hills Greenmarket,Queens Blvd & 70th Ave,106-28 Queens Blvd.,Queens,NY,11375,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket/queens/forest-hills,Sun 8am-2pm,Year-round,YR,Y,N,N,Y,40.72193,-73.84676,POINT (-73.84676 40.72193)
Queens,Jackson Heights Greenmarket,34th Ave & 79th St,78-99 34th Ave,Jackson Heights,NY,11372,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket/queens/jackson-heights,Sun 8am-3pm,Year-round,YR,Y,Y,N,Y,40.7535,-73.88791,POINT (-73.88791 40.7535)
Queens,Sunnyside Greenmarket,Skillman Ave & 43rd St,41-15 Skillman Ave,Sunnyside,NY,11104,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket/queens/sunnyside,Sat 8am-3pm,Year-round,YR,Y,Y,N,Y,40.74714,-73.92242,POINT (-73.92242 40.74714)
Rensselaer,Capital Roots Good Food Market,598 River St Troy,594 River Street,Troy,NY,12180,Collin Parliman,5182748685,http://www.capitalroots.org/urban-grow-center-market/,"Tue-Fri 10am-7pm, Sat 10am-4pm",Year-round,YR,Y,Y,N,Y,42.74208,-73.68525,POINT (-73.68525 42.74208)
Rensselaer,Troy Waterfront WINTER Farmers' Market,"Troy Atrium, 49 4th St Troy",865 2nd Avenue,Troy,NY,12182,Stephen Ridler,5187084216,http://www.troymarket.org,Sat 9am-2pm,November 1-April 25,M/X/W/P,N,Y,Y,Y,42.73196,-73.68893,POINT (-73.68893 42.73196)
Rensselaer,Veggie Mobile-Kennedy Towers Apts,2100 6th Ave Troy,2100 6th Avenue,Troy,NY,12180,Collin Parliman,5182748685,http://www.capitalroots.org,Wed 3:15pm-4:15pm,Year-round,YR,Y,Y,N,Y,42.75592,-73.67956,POINT (-73.67956 42.75592)
Rensselaer,Veggie Mobile-Renwyck Place Apts,18 4th Ave Rensselaer,18 4th Ave,Rensselaer,NY,12144,Collin Parliman,5182748685,http://www.capitalroots.org,Thu 11:45am-12:30pm,Year-round,YR,Y,Y,N,Y,42.63925,-73.73936,POINT (-73.73936 42.63925)
Rensselaer,Veggie Mobile Sprout-Burns Apts,720 Federal St. Troy,720 Federal Street,Troy,NY,12180,Collin Parliman,5182748685,http://www.capitalroots.org,Thu 11:30am-12:15pm,Year-round,YR,Y,Y,N,Y,42.733148,-73.684555,POINT (-73.684555 42.733148)
Rensselaer,Veggie Mobile Sprout-Conway Court Apts,12 Conway Ct. Troy,12 Conway Ct.,Troy,NY,12180,Collin Parliman,5182748685,http://www.capitalroots.org,Fri 11:30am-12:15pm,Year-round,YR,Y,Y,N,Y,42.73979,-73.66072,POINT (-73.66072 42.73979)
Rensselaer,Veggie Mobile Sprout-Edward A. Kane Apts,5 115th Street Troy,5 115th Street,Troy,NY,12182,Lucy LaFave,5182748685,http://www.capitalroots.org,Thu 4pm-4:30pm,Year-round,YR,Y,N,N,Y,42.7748,-73.67761,POINT (-73.67761 42.7748)
Rensselaer,Veggie Mobile Sprout-Lansingburgh Apts,41 114th Street Troy,41 114th Street,Troy,NY,12182,Collin Parliman,5182748685,http://www.capitalroots.org,Wed 3pm-3:30pm,Year-round,YR,Y,Y,N,Y,42.77223,-73.67258,POINT (-73.67258 42.77223)
Rensselaer,Veggie Mobile Sprout-Monument Square Apts,2 1st Street #1 Troy,2 1st Street,Troy,NY,12180,Collin Parliman,5182748685,http://www.captialroots.org,Tue 11:30am-12:15pm,Year-round,YR,Y,Y,N,Y,42.73123,-73.69261,POINT (-73.69261 42.73123)
Rensselaer,Veggie Mobile Sprout-O'Neil Apts,2121 6th Ave. Troy,2121 6th Ave.,Troy,NY,12180,Collin Parliman,5182748685,http://www.capitalroots.org,Wed 3:45pm-4:30pm,Year-round,YR,Y,Y,N,Y,42.73436,-73.68587,POINT (-73.68587 42.73436)
Rensselaer,Veggie Mobile Sprout-Watervliet Public Library,1501 Broadway #1,1501 Broadway,Watervliet,NY,12189,Collin Parliman,5182748685,http://www.capitalroots.org,Thu 2:30pm-3:30pm,Year-round,YR,Y,Y,N,Y,42.72629,-73.70008,POINT (-73.70008 42.72629)
Rensselaer,Veggie Mobile-Van Rensselaer Heights,460 Forbes Ave Rensselaer,460 Forbes Avenue,Rensselaer,NY,12144,Collin Parliman,5182748685,http://www.capitalroots.org,Thu 10:45am-11:30am,Year-round,YR,Y,Y,N,Y,42.65953,-73.73008,POINT (-73.73008 42.65953)
Richmond,St George Greenmarket,St Marks Pl & Hyatt St,35 Hyatt Street,Staten Island,NY,10301,Daniel Olavarria,6469835633,http://www.grownyc.org/greenmarket/staten-island/saint-george,Sat 8am-1pm,Year-round,YR,Y,Y,N,Y,40.64159,-74.07791,POINT (-74.07791 40.64159)
Rockland,Nyack Farmers' Market,119 Main St Municipal parking lot,Main St and Franklin St,Nyack,NY,10960,Bill Batson,8453532221,https://www.nyackchamber.org/nyack-farmers-market/,Thu 9am-2pm,Year-round,YR,Y,N,N,Y,41.09154,-73.9216,POINT (-73.9216 41.09154)
Saratoga,Bowman Orchards Farm Stand,147 Sugar Hill Rd Rexford,141 Sugarhill Road,Rexford,NY,12148,Katie Bowman-Oathout,5183712042,http://www.bowmanorchards.com,Daily 9am-5pm,Year-round,YR,Y,N,N,Y,42.81576,-73.83953,POINT (-73.83953 42.81576)
Saratoga,Halfmoon Farmers' Market,184 Harris Rd. Abele Memorial Park,2 Halfmoon Town Plaza,Halfmoon,NY,12065,Jennifer Harrell,5183717410,,Wed 3pm-6pm,Year-round,YR,Y,N,N,Y,42.85384,-73.72547,POINT (-73.72547 42.85384)
Saratoga,Saratoga WINTER Farmers' Market,"3065 NY-50 Saratoga Springs, Wilton Mall Food Court",3065 NY-50,Saratoga Springs,NY,12866,Jodie Fitzgerald,5188128649,http://www.saratogafarmersmarket.org,Sat 9:30am-1:30pm,November 2-April 26,M/X/W/P,N,Y,Y,Y,43.06464,-73.79044,POINT (-73.79044 43.06464)
Saratoga,Spa City Farmers' Market,"65 South Broadway Saratoga Spa St Pk, Lincoln Bath House Building",65 South Broadway,Saratoga Springs,NY,12866,Colleen Zorbas,5183390958,http://www.spacityfarmersmarket.com,Sun 10am-2pm,Year-round,YR,Y,N,N,Y,43.06474,-73.78876,POINT (-73.78876 43.06474)
Schenectady,Buhrmaster Farm Stand,189 Saratoga Rd Scotia,189 Saratoga Road,Scotia,NY,12302,Keith Buhrmaster,5183995931,http://www.buhrmasterfarms.com,Daily 9am-6pm,April 30-December 23,P/M/X,Y,N,N,Y,42.86538,-73.93288,POINT (-73.93288 42.86538)
Schenectady,Veggie Mobile Sprout-Edison Senior,1310 Princetown Rd Schenectady,1310 Princetown Rd,Schenectady,NY,12306,Collin Parliman,5182748685,http://www.capitalroots.org,Tue 3:15pm-4pm,Year-round,YR,Y,N,N,Y,42.8054,-73.99947,POINT (-73.99947 42.8054)
Schenectady,Veggie Mobile Sprout-Father Leo Obrien,3151 Marra Ln Schenectady,3151 Marra Lane,Schenectady,NY,12303,Collin Parliman,5182748685,http://www.capitalroots.org,Tue 1:30pm-2:15pm,Year-round,YR,Y,Y,N,Y,42.76062,-73.94004,POINT (-73.94004 42.76062)
Schenectady,Veggie Mobile Sprout-Holly Manor,2415 Curry Rd Schenectady,2415 Curry Rd,Schenectady,NY,12303,Collin Parliman,5182748685,http://www.capitalroots.org,Tue 2:30pm-3pm,Year-round,YR,Y,Y,N,Y,42.76857,-73.94259,POINT (-73.94259 42.76857)
Schenectady,Veggie Mobile Sprout-Mont Pleasant Commons Sr Housing,1502 Chrisler Ave #1 Schenectady,1502 Chrisler Ave,Schenectady,NY,12303,Collin Parliman,5182748685,http://www.capitalroots.org,Tue 1:45-2:30PM (1st and 3rd Tuesday),Year-round,YR,Y,Y,N,Y,42.79161,-73.94003,POINT (-73.94003 42.79161)
Schenectady,Veggie Mobile-Summit Towers,720 Albany St Schenectady,720 Albany street,Schenectady,NY,12307,Collin Parliman,5182748685,http://www.capitalroots.org,Fri 1:30pm-2:30pm,Year-round,YR,Y,Y,N,Y,42.80923,-73.93822,POINT (-73.93822 42.80923)
Schenectady,Veggie Mobile-Ten Eyck Apts,375 Broadway Schenectady,375 Broadway,Schenectady,NY,12305,Collin Parliman,5182748685,http://www.capitalroots.org,Fri 2:45pm-3:45pm,Year-round,YR,Y,Y,N,Y,42.80919,-73.94511,POINT (-73.94511 42.80919)
Schenectady,Will-A-Way Farm Farm Stand,14653 Duanesburg Rd Schoharie,14653 Duanesburg Road,Schoharie,NY,12157,Erin Smith,3152197578,,Thu-Sat 3pm-6pm,Year-round,YR,Y,N,N,Y,42.71853,-74.26954,POINT (-74.26954 42.71853)
Schoharie,Barber Family Farm Stand,3617 State Route 30 Middleburgh,3617 State Route 30,Fulton,NY,12122,Cindy Barber,5188275454,http://www.barbersfarm.com,Daily 9am-5:30pm,Year-round,YR,Y,Y,N,Y,42.58123,-74.39189,POINT (-74.39189 42.58123)
Schoharie,Parsons Vegetable Farm Farm Stand,756 US Highway 20 Sharon Springs,756 US Highway 20,Sharon Springs,NY,13459,Kenyon Parsons,5182842330,,Daily 10am-6pm,May 1-December 15,P/M/X,Y,N,N,Y,42.78332,-74.60004,POINT (-74.60004 42.78332)
Schoharie,Schoharie Valley Farms Farm Stand,"""The Carrot Barn"", 5605 State Route 30",5605 State Route 30,Schoharie,NY,12157,Shirley Ball,5182957139,http://www.schoharievalleyfarms.com,Daily 9am-6pm,Year-round,YR,Y,Y,N,Y,42.68477,-74.29692,POINT (-74.29692 42.68477)
Schuyler,Muddy Fingers Farm Stand,3859 Dugue Rd Hector,3859 Dugue Road,Hector,NY,14841,Matthew Glenn,6075464535,,Fri 12pm-5pm,Year-round,YR,Y,N,N,Y,42.52211,-76.85576,POINT (-76.85576 42.52211)
Seneca,Stoltzfus Produce Farm Stand,1820 State Route 96A Ovid,1820 State Route 96A,Ovid,NY,14521,Reuben Stoltzfus,6078694847,,Mon-Sat 8am-7pm,Year-round,YR,N,N,N,Y,43.78189,-75.47601,POINT (-75.47601 43.78189)
Steuben,Dave's Produce Farm Stand,6719 State Route 415 S Bath,6719 State Route 415 South,Bath,NY,14810,David Hyer,6077947043,,"Mon-Fri 9am-6pm, Sat 9am-5pm , Sun 10am-4pm",Year-round,YR,Y,Y,N,Y,42.32583,-77.29073,POINT (-77.29073 42.32583)
Steuben,Lowery Family Farm Farm Stand,78 Main St Savona,78 Main Street,Savona,NY,14879,Kyle Lowery,6073689197,http://www.loweryfamilyfarms.com,"Mon-Fri 9am-6pm, Sat/Sun 9am-5pm",Year-round,YR,Y,N,N,Y,42.28168,-77.22049,POINT (-77.22049 42.28168)
St. Lawrence,Martin's Farm Stand,11 Needham Rd. Potsdam,11 Needham Rd.,Potsdam,NY,13676,Daniel Martin,3152651246,http://www.martinsfarmstand.com,Tues-Sat 10am-6pm,Year-Round,YR,N,N,N,Y,44.67107,-74.90401,POINT (-74.90401 44.67107)
St. Lawrence,Whitten Family Farm Stand,1101 Cty Route 49 Winthrop,1101 County Road 49,Winthrop,NY,13697,Cherie Whitten,5183595112,http://www.whittenfamilyfarm.com,Mon-Wed 10am-8pm,April 1-December 31,P/M/X,Y,N,N,Y,44.75203,-74.752,POINT (-74.752 44.75203)
Suffolk,HOG Farm Stand-Brookhaven,319 Beaverdam Rd Brookhaven,319 Beaverdam Rd,Brookhaven,NY,11719,Lauren Napoli,6317902561,http://thehogfarm.org,"Mon/Wed/Fri 3:30pm-6:30pm, Sat 9am-1pm",May 10-December 13,P/M/X,Y,Y,N,Y,40.77329,-72.90525,POINT (-72.90525 40.77329)
Suffolk,Rexer Farm Stand,1028 Park Ave Huntington,1028 Park Avenue,Huntington,NY,11743,Elizabeth Rexer,6314273276,,"Tue-Sat 10am-6pm , Sun 10am-4pm",Year-round,YR,Y,N,N,Y,40.83997,-73.36801,POINT (-73.36801 40.83997)
Sullivan,Ben Ben Farm Stand,1082 County Rd 114 Cohecton,1082 County Road 114,Cohecton,NY,12726,Aaron Schor,5163824327,,Daily 6am-6pm,Year-round,YR,Y,N,N,Y,41.71087,-74.98006,POINT (-74.98006 41.71087)
Sullivan,Callicoon WINTER Farmers' Market,"Delaware Youth Center, 8 Creamery Road Callicoon",8 Creamery Road,Callicoon,NY,12723,Eugene Thulmann,6313327948,http://callicoonfarmersmarket.org/,Sun 11am-2pm,December 1-March 30,X/W,N,Y,Y,Y,41.76418,-75.05712,POINT (-75.05712 41.76418)
Tioga,Parkers Produce Farm Stand,468 Cayuta Ave Waverly,468 Cayuta Avenue,Waverly,NY,14892,Daniel Mann,5708861087,,Daily 9am-7pm,Year-round,YR,Y,N,N,Y,42.00541,-76.52613,POINT (-76.52613 42.00541)
Tompkins,Ithaca Farmers' Market (Steamboat Sat),Steamboat Landing 545 3rd St.,545 Third Street,Ithaca,NY,14850,Carrie Cuinn,6072737109,http://www.ithacamarket.com,Sat 9am-3pm,April 19-December 20,P/M/X,Y,Y,N,Y,42.44958,-76.50785,POINT (-76.50785 42.44958)
Tompkins,Ithaca Farmers' Market (Steamboat Sun),Steamboat Landing 545 3rd St.,545 Third Street,Ithaca,NY,14850,Carrie Cuinn,6072737109,http://www.ithacamarket.com,Sun 10am-3pm,April 20-December 21,P/M/X,Y,Y,N,Y,42.44958,-76.50782,POINT (-76.50782 42.44958)
Tompkins,Ithaca WINTER Farmers' Market,"Triphammer Marketplace, 2255 North Triphammer Rd",2255 North Triphammer Road,Ithaca,NY,14850,Carrie Cuinn,6072737109,http://www.ithacamarket.com,Sat 10:30am-2pm,January 4-March 29,W/P,N,Y,Y,Y,42.47899,-76.48231,POINT (-76.48231 42.47899)
Ulster,Kingston WINTER Farmers' Market,The Old Dutch Church 272 Wall St,272 Wall Street,Kingston,NY,12401,Lorraine Salisbury,5857472374,http://www.kingstonfarmersmarket.org,alt. Sat 10am-2pm,December 7 - March 29,X/W/P,N,Y,Y,Y,41.93283,-74.01886,POINT (-74.01886 41.93283)
Ulster,Kingston YMCA Farm Stand,507 Broadway,507 Broadway,Kingston,NY,12401,Kaycee Wimbish,8453322927,http://www.kingstonymcafarmproject.org,"Thu 3:30pm-6pm, Tue 10am-12pm (Jul-Aug)",June 5-December 27,M/X/W,Y,Y,N,Y,41.92805,-74.0007,POINT (-74.0007 41.92805)
Ulster,Phoenicia Winter Farmers Market,"Pine Hill Community Center, 287 Main St Pine Hill",287 Main St,Pine Hill,NY,12465,Sophie Grant,9172942017,https://www.phoeniciafarmersmarket.com/,Sun 11am-2pm,November 2-April 26,M/W/P,N,Y,N,Y,42.13228,-74.47963,POINT (-74.47963 42.13228)
Warren,Glens Falls WINTER Farmers' Market,Aviation Mall 578 Aviation Rd Queensbury,578 Aviation Rd,Queensbury,NY,12804,Richard Sandora,5187920438,http://www.glensfallsfarmersmarket.com,Sat 9am-12pm,November 2-April 26,M/X/W/P,N,Y,Y,Y,43.30817,-73.6419,POINT (-73.6419 43.30817)
Washington,Cambridge Valley WINTER Farmers' Market,"Old Firehouse 11 W Main St. , Cambridge",11 W. Main St.,Cambridge,NY,12816,Debby Jaffe,5186778128,http://www.cambridgevalleyfarmersmarket.com,"Sun 10am-1pm, 2nd & 4th Sundays",January 12-May 11,W/P,N,N,N,Y,43.02786,-73.38237,POINT (-73.38237 43.02786)
Washington,Swezey View Farm Farm Stand,301 Gibbs Rd Fort Ann,301 Gibbs Road,Fort Ann,NY,12827,David Swezey,5183616715,http://swezeyviewfarm.com,"Mon-Thur 10am-7pm, Fri-Sun 9am-4pm",Year-round,YR,Y,Y,N,Y,43.389,-73.38693,POINT (-73.38693 43.389)
Wayne,Curbside Market-The Gardens at Town Ctr,100 Greece Center Dr.,100 Greece Center Drive,Rochester,NY,14612,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tue 10:30am-11am,Year-round,YR,Y,Y,N,Y,43.25096,-77.69214,POINT (-77.69214 43.25096)
Wayne,Lagoner Farm Stand,6895 Lake Ave.,6895 lake Ave,williamson,NY,14589,Jacob Lagoner,3159044109,http://www.lagonerfarms.com,Daily 9am-7pm,Year-round,YR,Y,N,N,Y,43.24852,-77.18646,POINT (-77.18646 43.24852)
Wayne,The Apple Shed Farm Stand,3391 Fairville Maple Ridge Rd.,3391 Fairville Maple Ridge Rd,Newark,NY,14513,Barbara Wells,3153316294,http://www.theappleshed.com,Daily 10am-5pm,July 16-December 21,M/X,Y,N,N,Y,43.12967,-77.09774,POINT (-77.09774 43.12967)
Westchester,Hastings WINTER Farmers' Market,"131 Southside Ave , Opp Hastings on Hudson Station",134 Southside Ave,Hastings on Hudson,NY,10706,Pascale Le Draoulec,9148063380,http://www.hastingsfarmersmarket.org,"Sat 9:30am-1pm, 1st and 3rd Sat","Dec -May 6, 2024",X/W/P,N,N,N,Y,40.9943,-73.88424,POINT (-73.88424 40.9943)
Westchester,Irvington WINTER Farmers' Market,"101 Main St., Main St. Auditorium",101 Main Street,Irvington,NY,10533,Pascale Le Draoulec,9148063380,http://www.theirvingtonfarmersmarket.org,2nd & 4th sunday 9:30am-1pm,December-May,X/W/P,N,N,N,Y,41.03918,-73.86737,POINT (-73.86737 41.03918)
Westchester,Larchmont Farmers' Market,"122 Myrtle Blvd. Larchmont, Metro North lot off Chatsworth Ave.",122 Myrtle Blvd. Metro-North parking deck off Chatsworth Avenue,Larchmont,NY,10538,Michael Steigman,9149234837,http://www.downtoearthmarkets.com,Sat 8:30am-1pm,January 4-December 20,YR,Y,Y,Y,Y,40.93322,-73.75951,POINT (-73.75951 40.93322)
Westchester,Ossining Farmers' Market,15 Spring St.,15 Spring St,Ossining,NY,10562,Michael Steigman,9149234837,http://www.downtoearthmarkets.com,Sat 8:30am-1pm,January 11-December 20,YR,Y,Y,Y,Y,41.16065,-73.86353,POINT (-73.86353 41.16065)
Westchester,Pleasantville Farmers' Market,"Memorial Plaza parking lot, off Manville Rd next to Train Station",Manville Rd and Wheeler Ave,Pleasantville,NY,10570,Harris Kaye,9142054545,http://www.pleasantvillefarmersmarket.org,Sat 8:30am-1pm,Year-round,YR,Y,Y,N,Y,41.13526,-73.79218,POINT (-73.79218 41.13526)
Westchester,TaSH Farmers' Market,Patriots Park Route 9 Sleepy Hollow,Patriots Park Route 9,Sleepy Hollow,NY,10591,Linda Eder,9142650745,http://www.tashfarmersmarket.org,Sat 8:30am-1:30pm,May 10-December 7,P/M/X,Y,Y,N,Y,41.08525,-73.85924,POINT (-73.85924 41.08525)
Westchester,TaSH Winter Farmers' Market,"154 Broadway Tarrytown, John Paulding School",154 Broadway,Tarrytown,NY,10591,Linda Eder,9142650745,http://www.tashfarmersmarket.org,Sat 9am-12:30pm,January 11-April 26,W/P,N,Y,N,Y,41.0818,-73.85807,POINT (-73.85807 41.0818)
Wyoming,Burley Berries Farm Stand,6335 Route 20A E Warsaw,6335 Route 20A East,Warsaw,NY,14569,Megan Burley,8146480178,,Daily 10am-7pm,Year-round,YR,Y,N,N,Y,42.74407,-78.06216,POINT (-78.06216 42.74407)
Wyoming,Merle's Fresh Produce Farm Stand,1408 Creek Rd. Rt 98 Attica,1408 Creek Road,Attica,NY,14011,Ashley Merle,5857081465,,"Mon-Fri 10am-6pm, Sat 10am-5pm",June 1-December 31,M/X,Y,N,N,Y,42.81336,-78.30333,POINT (-78.30333 42.81336)
